Node,Community,Degree,Betweenness Centrality,Closeness Centrality
Adjusting character file syntax for image generation model,5,1,0.0,0.0637954900832343
Tharakesh and others,25,1,0.0,0.0017761989342806395
'EADDRINUSE' error explanation.,25,1,0.0,0.0017761989342806395
Lazarou,26,3,0.00010745687502765433,0.00874436398415084
istyping,26,2,4.424694854079885e-05,0.006315373988553384
big_d ookie,27,1,0.0,0.0017761989342806395
ofir,27,1,0.0,0.0017761989342806395
istyping](01:54),3,2,0.0013526924268187073,0.11309200514755172
WAWE](02:03),3,1,0.0,0.0873455273799176
Jb (06:21),26,1,0.0,0.004547069271758437
istyping (06:54),3,2,1.8902778016069148e-05,0.11899245759003269
patabrava.eth](07:15),3,2,0.0013526924268187073,0.11309200514755172
WAWE] (07:19-07:20),3,1,0.0,0.0873455273799176
big dookie (07:45),28,1,0.0,0.0017761989342806395
chat_group,28,1,0.0,0.0017761989342806395
Tenji,5,10,0.009643948517421206,0.13053226667269086
All members,3,6,0.004353914786397105,0.12848950819580995
LevelsDennis](14:38),33,1,0.0,0.10760785810894176
All members interested in contributing or learning more.,21,1,0.0,0.010511603529103457
victorkunai,21,3,0.00022123474270399423,0.011249259917110715
MurphyDev,29,2,6.320992648685549e-06,0.003552397868561279
shaw and the community,29,1,0.0,0.002368265245707519
shaw and futjr,29,1,0.0,0.002368265245707519
_d3f4ult,21,1,0.0,0.008549437537004144
WAWE (SotoAlt),21,1,0.0,0.008549437537004144
shaw](https://discordapp.com/users/me?id=129876543),30,1,0.0,0.0017761989342806395
SotoAlt](https://discordapp.com/users/me?id=129876543),30,1,0.0,0.0017761989342806395
Elijah Madonia,31,1,0.0,0.0017761989342806395
Community members,31,1,0.0,0.0017761989342806395
futjrnaut,90,1,0.0,0.09797708321852333
futjr,13,3,0.0014159023533055629,0.09916038132502723
Jin or Shaw,13,1,0.0,0.07879538938303508
sirkitree,52,1,0.0,0.09513881313687433
arthuryeti,32,3,3.160496324342775e-05,0.005683836589698047
with Scrape a collection of tweets without hitting rate limits by providing not_in_a_dao_ai provided settings for scraping large collections,32,1,0.0,0.003552397868561279
not_in_a_dao_ai,32,1,0.0,0.003552397868561279
Rick (shared),90,1,0.0,0.10061862222686588
exHuman,32,2,1.8962977946056647e-05,0.004736530491415038
standard](7:47),13,1,0.0,0.07567262279919129
whobody,13,5,0.005372843751382717,0.09426497788418203
Rick](10:03),32,1,0.0,0.003157686994276692
standard,33,2,0.0013526924268187075,0.10789066456914921
Eliza,33,3,0.0026990638609887293,0.10817496144548426
LevelsDennis,33,1,0.0,0.0843831405314723
LevelsDennis (19:47),33,1,0.0,0.0843831405314723
ATH🥭Hivo,26,5,0.00013906183827108208,0.009473060982830076
BigSky,26,1,0.0,0.00598298588389268
AzFlin,34,2,6.320992648685549e-06,0.003552397868561279
Nivi BIP420🕷,34,1,0.0,0.002368265245707519
Nivi BIP 420🕷,34,1,0.0,0.002368265245707519
Does the script require any additional safety checks or modifications before deployment?,26,1,0.0,0.00598298588389268
yikesawjeez,33,2,0.0013526924268187075,0.10789066456914921
yikesawjeez](15:20-15:23),33,1,0.0,0.10760785810894176
YikesAwJezzz,35,1,0.0,0.0017761989342806395
Ophiuchus (15:23),35,1,0.0,0.0017761989342806395
Faith,33,1,0.0,0.10760785810894176
yikesawjeez (18:49),26,1,0.0,0.005683836589698047
el.gatore,90,1,0.0,0.08033737351968938
only1,90,4,0.0016182192680109905,0.10161484620931009
coinwitch,36,2,6.320992648685549e-06,0.003552397868561279
zing,36,1,0.0,0.002368265245707519
collect,37,8,0.009351568950750691,0.10760785810894176
DorianD,37,9,0.00951564796023641,0.11483188214982175
"Havohej, DorianD and RL.",38,1,0.0,0.0017761989342806395
ai16z/agent,38,1,0.0,0.0017761989342806395
"SlKzᵍᵐ, coinwitch (ai16z intern)",128,1,0.0,0.00598298588389268
kbrownfitness,128,5,0.00013906183827108208,0.009473060982830076
SlKzᵍᵐ,39,1,0.0,0.0017761989342806395
infi,39,1,0.0,0.0017761989342806395
Tchouston (04:59),40,1,0.0,0.0017761989342806395
infi(04:51),40,1,0.0,0.0017761989342806395
galego,41,1,0.0,0.0017761989342806395
kbrownfitness (04:53),41,1,0.0,0.0017761989342806395
Galego](05:01),42,1,0.0,0.0017761989342806395
General Discord community,42,1,0.0,0.0017761989342806395
Galego,5,3,0.0026990638609887293,0.07651891494606015
björn,5,1,0.0,0.0637954900832343
0xFanz,43,1,0.0,0.0017761989342806395
DAPPCRAFT,43,1,0.0,0.0017761989342806395
naturevrm](04:02-04:13),44,1,0.0,0.0017761989342806395
Bunchu](04:07),44,1,0.0,0.0017761989342806395
Ophiuchus](04:23),45,1,0.0,0.0017761989342806395
(General Discord community),45,1,0.0,0.0017761989342806395
Ophiuchus (04:25-36),52,1,0.0,0.08934145346803325
Bunchu,52,7,0.009519414928920432,0.11646070317322348
big dookie](05:31),3,2,0.0013526924268187073,0.11309200514755172
WAWE](05:28),3,1,0.0,0.0873455273799176
Bunchu (06:59),3,2,1.8902778016069148e-05,0.11899245759003269
WAWE (06:20),52,1,0.0,0.08934145346803325
discordjs+opus,46,1,0.0,0.0017761989342806395
"pnpm install error, suggested debugging",46,1,0.0,0.0017761989342806395
"llama.ts file errors, suggested using llama-cpp in python at 08:24 and fastapi server for integration.",5,1,0.0,0.0973959617284965
"matt.lam, chang",47,1,0.0,0.0017761989342806395
smug,47,1,0.0,0.0017761989342806395
griffin was having trouble selecting a specific model in the command line tool.,48,1,0.0,0.0017761989342806395
Bitang,48,1,0.0,0.0017761989342806395
Shannon Code (emblem vault)](0:51),21,1,0.0,0.008327374224354686
Oguz Serdar,49,2,1.2641985297371098e-05,0.003996447602131439
Other Bots,49,1,0.0,0.0026642984014209592
Shannon Code (emblem vault),37,3,0.0026990638609887293,0.0843831405314723
gy,37,1,0.0,0.06917000483329618
CLONE,37,1,0.0,0.06917000483329618
loaf(02:39),49,1,0.0,0.0026642984014209592
Lady lotus,49,2,1.2641985297371098e-05,0.003996447602131439
SMA,90,10,0.012306972686990764,0.11467150242614882
All members needing assistance,90,1,0.0,0.0882847265990565
"Mr. frogwifcat, collect](03:34)",3,2,0.0013526924268187073,0.11309200514755172
WAWE](03:31),3,1,0.0,0.0873455273799176
Oguz Serdar](03:28),3,2,0.0013526924268187073,0.11309200514755172
"WAWE, 0xaryan](03:31)",3,1,0.0,0.0873455273799176
roque,128,1,0.0,0.00598298588389268
razzzz,3,1,0.0,0.06229498917839344
Eliza development,3,2,0.0013526924268187075,0.07437028599377044
technoir,3,2,0.002692742868340044,0.0920457351313033
Robin,50,1,0.0,0.0017761989342806395
gavinlouuu,50,1,0.0,0.0017761989342806395
AIFlow.ML,52,5,0.0032733711930693025,0.09404902146291244
maimun,52,2,0.0005079369092693745,0.09636713114685745
umut,51,2,1.8962977946056647e-05,0.0040598832783557475
maimun and Sam,51,1,0.0,0.0028419182948490234
Lamb,5,1,0.0,0.09394141388686791
N00t,52,4,0.002787557758070327,0.09580489584261674
Sam & Others,52,1,0.0,0.07666180741094543
Havohej,52,1,0.0,0.07666180741094543
bufan,53,2,6.320992648685549e-06,0.003552397868561279
Harvzs,53,1,0.0,0.002368265245707519
VI,54,1,0.0,0.002368265245707519
Ayvaras,54,2,6.320992648685549e-06,0.003552397868561279
VKu,55,1,0.0,0.0017761989342806395
N00t (02:01),55,1,0.0,0.0017761989342806395
Big Dookie,56,1,0.0,0.0017761989342806395
Sam,56,1,0.0,0.0017761989342806395
cleverson1,51,2,2.5283970594742197e-05,0.004736530491415038
thebasement,57,1,0.0,0.0017761989342806395
bunchu,57,1,0.0,0.0017761989342806395
LiveTheLifeTV (00:45),52,1,0.0,0.09513881313687433
LiveTheLifeTV,3,4,0.005372783551452726,0.12038826354416797
walee,90,3,0.0019149724465712529,0.11387627702790921
WAWE (04:25-04:31),90,1,0.0,0.0878126157616284
7OROY (05:21),58,1,0.0,0.002368265245707519
Roque,58,2,6.320992648685549e-06,0.003552397868561279
shrigma male,33,1,0.0,0.08473147134893969
Noah,58,1,0.0,0.002368265245707519
bacon](07:15),59,1,0.0,0.0017761989342806395
KothCap](07:03),59,1,0.0,0.0017761989342806395
"AMcKay, Nona (ag/acc)",128,1,0.0,0.00598298588389268
SotoAlt (WAWE) 07:42-08:05,60,1,0.0,0.0017761989342806395
Roque (08:03),60,1,0.0,0.0017761989342806395
Mili,37,1,0.0,0.0883797585975485
LanaDelFade,61,2,6.320992648685549e-06,0.003552397868561279
UoS,61,1,0.0,0.002368265245707519
Kanye,3,4,0.004051696087877448,0.12003625107766455
All users facing similar issues,3,1,0.0,0.09143073021951287
LiamZ,21,1,0.0,0.010511603529103457
"dnx, loaf",61,1,0.0,0.002368265245707519
LanaDelFade (02:43),62,1,0.0,0.0017761989342806395
björr,62,1,0.0,0.0017761989342806395
18 Rabbit,63,2,6.320992648685549e-06,0.003552397868561279
Twitter tweeting setup and node-scheduler switch.,63,1,0.0,0.002368265245707519
infi](https://discordapp.com/users/me),64,1,0.0,0.0017761989342806395
bot time awareness,64,1,0.0,0.0017761989342806395
"Lawyered, 18 Rabbit",5,1,0.0,0.09394141388686791
ICJR,33,1,0.0,0.10760785810894176
solarnius,21,1,0.0,0.008327374224354686
void(null) ⍼,65,1,0.0,0.0017761989342806395
Twitter API usage and rate limiting,65,1,0.0,0.0017761989342806395
björn (01:41) and others,66,1,0.0,0.0017761989342806395
Setting up agents to communicate locally,66,1,0.0,0.0017761989342806395
Teo,5,2,0.004020151324564009,0.09513881313687433
copycat,33,1,0.0,0.10760785810894176
with Resolving an issue,5,1,0.0,0.0637954900832343
Ophiuchus](at 2021-09-27T03:41),67,1,0.0,0.002368265245707519
Msurfx,67,2,6.320992648685549e-06,0.003552397868561279
Spicy (Repenting for my Sins)](at 2021-09-27T04:36),67,1,0.0,0.002368265245707519
massivefermion,33,2,0.0013526924268187075,0.10789066456914921
uber,33,1,0.0,0.08421004690986929
Ophiuchus] (00:40),33,1,0.0,0.10760785810894176
YoungPhlo (01:13),68,1,0.0,0.002368265245707519
brownie,68,2,6.320992648685549e-06,0.003552397868561279
Kanye](01:30),3,2,0.0013526924268187073,0.11309200514755172
WAWE](01:32-01:35),3,1,0.0,0.0873455273799176
YoungPhlo,69,1,0.0,0.0017761989342806395
sebasv23,69,1,0.0,0.0017761989342806395
drake granger,90,1,0.0,0.10061862222686588
hiroP](01:59),70,1,0.0,0.0017761989342806395
stammer](01:58),70,1,0.0,0.0017761989342806395
brownie (02:35-02:49),71,1,0.0,0.0017761989342806395
Kanyey(02:36),71,1,0.0,0.0017761989342806395
leeren,72,1,0.0,0.0017761989342806395
Chat Members,72,1,0.0,0.0017761989342806395
Plugins Developers,53,1,0.0,0.002368265245707519
iBuyRare (03:30),73,1,0.0,0.0017761989342806395
dotbear89 (02:41),73,1,0.0,0.0017761989342806395
Dolla Llama](07:24),74,2,6.320992648685549e-06,0.003552397868561279
WAWE] SotoAlt,74,1,0.0,0.002368265245707519
WAWE (07:36),74,1,0.0,0.002368265245707519
braydie,75,1,0.0,0.002368265245707519
dotbear89,75,2,6.320992648685549e-06,0.003552397868561279
peachy,75,1,0.0,0.002368265245707519
Peachy (08:26),76,1,0.0,0.002368265245707519
iBuyRare,76,2,6.320992648685549e-06,0.003552397868561279
Dolla Llama,77,1,0.0,0.0017761989342806395
"HoneyPotSmoker🐻⛓🍯, dotbear89",77,1,0.0,0.0017761989342806395
Jo,76,1,0.0,0.002368265245707519
DL,51,2,1.8962977946056647e-05,0.0040598832783557475
dl,51,1,0.0,0.0028419182948490234
sototal,78,1,0.0,0.0017761989342806395
ayvaras,78,1,0.0,0.0017761989342806395
"'Try without' and 'nah my agent doesn't have any', suggesting Ayvaras to test the software feature with cookies disabled.",79,1,0.0,0.0017761989342806395
"Ayvaras (02:39, 02:41)",79,1,0.0,0.0017761989342806395
"lambert, Tharakesh",54,1,0.0,0.002368265245707519
lambert,80,1,0.0,0.0017761989342806395
Manasvi,80,1,0.0,0.0017761989342806395
frenchplace,81,1,0.0,0.0017761989342806395
problem,81,1,0.0,0.0017761989342806395
Cleverson1,52,1,0.0,0.08934145346803325
kungfumode,128,3,0.00010745687502765433,0.00874436398415084
Agent Issue Resolution Successful.,128,1,0.0,0.005683836589698047
Dorian D,37,2,3.442578658819719e-05,0.10393012118623109
wondering what you guys recommend for this,37,2,3.442578658819719e-05,0.10393012118623109
collect](01:01),37,2,0.0013526924268187075,0.10314672831296802
stakeware.xyz] (01:06),37,1,0.0,0.08129187696744807
collect](01:19),82,1,0.0,0.0017761989342806395
"ZO, DorianD, and others present during chat interaction.",82,1,0.0,0.0017761989342806395
fff,37,1,0.0,0.0840376619622544
Zo](01:35),83,1,0.0,0.0017761989342806395
DoranD](02:46),83,1,0.0,0.0017761989342806395
"DorianD, Aeon Animus, SotoAlt",90,1,0.0,0.09797708321852333
0xfabs,90,2,0.00012697432601306937,0.09868364872250308
sma (00:14),3,2,0.0013526924268187073,0.11309200514755172
"WAWE, Ophiuchus",3,1,0.0,0.0873455273799176
WAWE (00:42),33,1,0.0,0.10760785810894176
SMA](01:36),37,2,0.0013526924268187075,0.10314672831296802
stakeware.xyz] (01:15),37,1,0.0,0.08129187696744807
SMA](01:03),84,1,0.0,0.0017761989342806395
Ophiuchus](01:14),84,1,0.0,0.0017761989342806395
whobody](01:20),85,1,0.0,0.0017761989342806395
SMA](01:20),85,1,0.0,0.0017761989342806395
"Ophiuchus, whobody",90,1,0.0,0.0882847265990565
big dookie (03:11),13,1,0.0,0.07567262279919129
gm,3,1,0.0,0.09163481667089571
"parsedContent is null, retrying",3,2,1.8902778016069148e-05,0.11899245759003269
big dookie (06:39),13,1,0.0,0.07567262279919129
big doooki,5,1,0.0,0.0973959617284965
smokyboo (07:01),127,1,0.0,0.006216696269982238
big dookie & whobody,5,1,0.0,0.0973959617284965
big dookie (09:15),33,1,0.0,0.08421004690986929
j2k(11:48),86,1,0.0,0.002368265245707519
community members,86,2,6.320992648685549e-06,0.003552397868561279
j2k,90,1,0.0,0.10061862222686588
Deleted User (15:02),37,1,0.0,0.06796754614000211
General,37,2,0.0013526924268187075,0.08260039812587781
weliveinasociety,87,1,0.0,0.0017761989342806395
Agent Joshua ₱,87,1,0.0,0.0017761989342806395
Parzival (00:56)] and [H.D.P.](01:10),88,1,0.0,0.0017761989342806395
community members interested in integrating Cursor into their projects.,88,1,0.0,0.0017761989342806395
Spooky,90,1,0.0,0.0882847265990565
lpdaemon,37,1,0.0,0.0840376619622544
#general_chat,33,1,0.0,0.10760785810894176
general community,33,1,0.0,0.08421004690986929
ophiuchus,89,1,0.0,0.0017761989342806395
SMA (04:19),89,1,0.0,0.0017761989342806395
Zo & Spooky,33,1,0.0,0.10760785810894176
Zo,90,2,0.0013526924268187075,0.08847499540638205
izzy3911,5,1,0.0,0.09448192835111917
Vice man,52,1,0.0,0.07553339074252305
Ancosero,91,1,0.0,0.0017761989342806395
Everyone,91,1,0.0,0.0017761989342806395
JJJ,92,1,0.0,0.0017761989342806395
Badtech,92,1,0.0,0.0017761989342806395
Jacob,52,3,0.0,0.08934145346803325
Ladi,3,1,0.0,0.09625415678443441
jjj,93,1,0.0,0.003197158081705151
hajmamad,93,3,1.8962977946056647e-05,0.0053285968028419185
꧁Ninja_Dev,93,1,0.0,0.003197158081705151
W3_Bounty,93,1,0.0,0.003197158081705151
Ξ2T,94,1,0.0,0.0017761989342806395
"props for PR, easy to add Farcaster client and get an agent casting (11:10)",94,1,0.0,0.0017761989342806395
JamLong,95,1,0.0,0.002368265245707519
michaelben,95,2,6.320992648685549e-06,0.003552397868561279
Gaia 🌱,95,1,0.0,0.002368265245707519
agwnl](03:16),96,1,0.0,0.0017761989342806395
Shisho] (03:20),96,1,0.0,0.0017761989342806395
Shisho,97,1,0.0,0.0017761989342806395
Grivier,97,1,0.0,0.0017761989342806395
techfren,98,1,0.0,0.0017761989342806395
Thanks for the info on VPS pricing.,98,1,0.0,0.0017761989342806395
Reassured that Reddit will be handled before PR.,16,1,0.0,0.004918704741084848
Ȑ̵͘S̷͂̋,99,2,6.320992648685549e-06,0.003552397868561279
Advised to use the client for Eliza-starter.,99,1,0.0,0.002368265245707519
Provided information about the client folder and its use for building front-end.,99,1,0.0,0.002368265245707519
"Confirmed that the agent replies to comments on tweets, but mentioned an issue with testing.",52,1,0.0,0.08934145346803325
agwnl](08:23),100,1,0.0,0.0017761989342806395
big trav](07:15),100,1,0.0,0.0017761989342806395
Kevin Mok,52,1,0.0,0.07553339074252305
Ophiuchus](https://discordapp.com/users/me/984231576),101,1,0.0,0.0017761989342806395
Solana token swap integration issue by [0xwarptic] (solved successfully),101,1,0.0,0.0017761989342806395
Oguz Serdar](https://discordapp.com/users/me/984231576),102,2,6.320992648685549e-06,0.003552397868561279
Rate limit concerns by [ferric,102,1,0.0,0.002368265245707519
stakeware.xyz] (solved successfully),102,1,0.0,0.002368265245707519
Binye,90,1,0.0,0.07189561798346984
Thebishop,37,1,0.0,0.082434533872613
Community members struggling,37,2,3.442578658819719e-05,0.10393012118623109
0xwarptic,103,1,0.0,0.0017761989342806395
omzō,103,1,0.0,0.0017761989342806395
ashxn,33,1,0.0,0.10760785810894176
jamesID,37,1,0.0,0.0840376619622544
Dockerfile setup issues and troubleshooting.,37,1,0.0,0.0840376619622544
ViceMan,68,1,0.0,0.002368265245707519
Wawe_Alt,90,1,0.0,0.0882847265990565
Vice man (05:24),21,1,0.0,0.010511603529103457
void(null)⍼,104,2,6.320992648685549e-06,0.003552397868561279
3700,104,1,0.0,0.002368265245707519
BVM + Eternal AI,104,1,0.0,0.002368265245707519
AgentJoshua,105,1,0.0,0.0017761989342806395
GokuMaster64,105,1,0.0,0.0017761989342806395
milan,106,1,0.0,0.0017761989342806395
not_in_a_dao_ai byeo2i01prwntorideBruenu #redbull.eth#BORED j3r Agent Joshua $₱ LiveTheLifeTV ViceMan Isk heheh Bunchu Jin,106,1,0.0,0.0017761989342806395
TrenchFren,107,1,0.0,0.0017761989342806395
general discussion group,107,1,0.0,0.0017761989342806395
DataRelic,52,2,0.0013526924268187075,0.07343899439814182
hΔrdshell,52,3,0.0035138398134042987,0.09062339485333615
st4rgard3n (03:24),108,1,0.0,0.0017761989342806395
Twitter scraper issue,108,1,0.0,0.0017761989342806395
SMA (04:36),109,1,0.0,0.0017761989342806395
Error,109,1,0.0,0.0017761989342806395
Discord chat members who experienced bot's lack of response.,15,1,0.0,0.003197158081705151
0xdexplorer,16,1,0.0,0.004918704741084848
Isk Heiheh,3,1,0.0,0.07396828444785815
AM,3,2,0.0013526924268187075,0.09163481667089571
How do I revert back without messing up my fixes and additions?,90,1,0.0,0.0882847265990565
"puremood, Ophiuchus",5,1,0.0,0.09448192835111917
Rick,110,1,0.0,0.0017761989342806395
Melted,110,1,0.0,0.0017761989342806395
Nona (ag/acc),5,2,0.0,0.09569323512485146
dievardump,111,1,0.0,0.0017761989342806395
tybq93,111,1,0.0,0.0017761989342806395
CS,112,1,0.0,0.0017761989342806395
HoneyPotSmoker🐻⛓🍯,112,1,0.0,0.0017761989342806395
2696,113,1,0.0,0.0017761989342806395
Vice Man,113,1,0.0,0.0017761989342806395
allan28,114,1,0.0,0.0017761989342806395
Bill Gains,114,1,0.0,0.0017761989342806395
Matthias,115,1,0.0,0.002368265245707519
git issue,115,2,6.320992648685549e-06,0.003552397868561279
zKorp ☁,115,1,0.0,0.002368265245707519
solana priorityFee object query,16,1,0.0,0.004918704741084848
Odilitime,52,5,0.005184139545845711,0.09928028505093417
Odilitime (08:05),116,1,0.0,0.0017761989342806395
General community members,116,1,0.0,0.0017761989342806395
Deniz,3,1,0.0,0.1127813128257178
radagast,37,3,0.003150381687731485,0.10676826493774065
bundo,90,1,0.0,0.10061862222686588
Honey B.(02:12),37,2,0.0013526924268187075,0.10314672831296802
stakeware.xyz](02:12),37,1,0.0,0.08129187696744807
Honey B.,90,1,0.0,0.09797708321852333
shaw (02:16),37,2,3.442578658819719e-05,0.10393012118623109
DegenSpartan] (00:07),117,1,0.0,0.0017761989342806395
Ophiuchus](00:06),117,1,0.0,0.0017761989342806395
Discussing the feasibility of running a local LLM and potential hardware requirements,37,2,3.442578658819719e-05,0.10393012118623109
DegenSpartan,37,3,0.0026990638609887293,0.10340654374952461
"stakeware.xyz, hiroP",37,1,0.0,0.08145317037412951
All members discussing the need for GPUs and local setup challenges.,37,1,0.0,0.08145317037412951
hiroP (01:42),3,1,0.0,0.09102527243583432
Kevin,3,3,0.001371595204834777,0.11933836589698045
hiroP (01:49),13,1,0.0,0.07567262279919129
WAWE(02:33),52,1,0.0,0.09513881313687433
everyone,33,1,0.0,0.10760785810894176
patabrava.eth,90,1,0.0,0.10061862222686588
Doraind,37,2,3.442578658819719e-05,0.10393012118623109
doriand,118,1,0.0,0.0017761989342806395
bigsky,118,1,0.0,0.0017761989342806395
DorianD (10:24),119,1,0.0,0.0017761989342806395
Character file calling issue in the new model.,119,1,0.0,0.0017761989342806395
Dorian (12:04),21,1,0.0,0.008327374224354686
Lazarou provided support for terminal communication issues via Eliza.,37,2,3.442578658819719e-05,0.10393012118623109
Carlos Rene,26,1,0.0,0.00598298588389268
DEGA,26,1,0.0,0.00598298588389268
ktr,3,2,1.8902778016069148e-05,0.11899245759003269
"Msurfx, DataRelic",3,2,0.0013526924268187073,0.11309200514755172
WAWE (01:54),3,1,0.0,0.0873455273799176
jmill,120,1,0.0,0.0017761989342806395
Lemonov,120,1,0.0,0.0017761989342806395
Radagast,128,1,0.0,0.00598298588389268
Twitter + Telegram client interaction problem,5,1,0.0,0.0973959617284965
Nona,63,1,0.0,0.002368265245707519
multiple,21,1,0.0,0.008327374224354686
slim,121,1,0.0,0.0017761989342806395
(GPU and CUDA compatibility),121,1,0.0,0.0017761989342806395
pastd_,3,3,0.0026990638609887293,0.11340441400155048
WAWE & Tenji,3,1,0.0,0.08753176517816903
